ids,response
245820,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""245820"", ""gen"": ""Ortalis"", ""sp"": ""poliocephala"", ""ssp"": """", ""group"": ""birds"", ""en"": ""West Mexican Chachalaca"", ""rec"": ""Juan Carlos P\u00e9rez M."", ""cnt"": ""Mexico"", ""loc"": ""La Alberca, Uruapan, Michoac\u00e1n"", ""lat"": ""19.4845"", ""lng"": ""-102.0083"", ""alt"": ""2100"", ""type"": ""song"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/245820"", ""file"": ""https://xeno-canto.org/245820/download"", ""file-name"": ""XC245820-CHA-78_ORTPOL.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/JWNBBIVBHM/ffts/XC245820-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/JWNBBIVBHM/ffts/XC245820-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/JWNBBIVBHM/ffts/XC245820-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/JWNBBIVBHM/ffts/XC245820-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/JWNBBIVBHM/wave/XC245820-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/JWNBBIVBHM/wave/XC245820-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/JWNBBIVBHM/wave/XC245820-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/4.0/"", ""q"": ""no score"", ""length"": ""0:06"", ""time"": ""09:00"", ""date"": ""2013-06-02"", ""uploaded"": ""2015-05-24"", ""also"": [""Empidonax occidentalis"", ""Myadestes occidentalis"", ""Turdus assimilis""], ""rmk"": ""Se escuchan los ladridos de un perro. Un individuo sobre un encino en la cumbre de una loma."", ""bird-seen"": ""yes"", ""animal-seen"": ""yes"", ""playback-used"": ""no"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""44100""}]}"
141771,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""141771"", ""gen"": ""Penelope"", ""sp"": ""marail"", ""ssp"": ""jacupeba"", ""group"": ""birds"", ""en"": ""Marail Guan"", ""rec"": ""GABRIEL LEITE"", ""cnt"": ""Brazil"", ""loc"": ""Manaus, Amazonas"", ""lat"": ""-2.5992"", ""lng"": ""-59.9292"", ""alt"": ""120"", ""type"": ""alarm call"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/141771"", ""file"": ""https://xeno-canto.org/141771/download"", ""file-name"": ""XC141771-Penelope marail_Presidente Figueiredo.MP3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC141771-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC141771-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC141771-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC141771-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC141771-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC141771-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC141771-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/3.0/"", ""q"": ""E"", ""length"": ""0:13"", ""time"": ""09:00"", ""date"": ""2011-01-11"", ""uploaded"": ""2013-07-07"", ""also"": [], ""rmk"": """", ""bird-seen"": ""yes"", ""animal-seen"": ""yes"", ""playback-used"": ""no"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""44100""}]}"
49563,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""49563"", ""gen"": ""Nothura"", ""sp"": ""boraquira"", ""ssp"": """", ""group"": ""birds"", ""en"": ""White-bellied Nothura"", ""rec"": ""Rosendo Fraga"", ""cnt"": ""Brazil"", ""loc"": ""San Francisco Sa, Minas Gerais"", ""lat"": null, ""lng"": null, ""alt"": ""?"", ""type"": ""song"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/49563"", ""file"": ""https://xeno-canto.org/49563/download"", ""file-name"": ""NOTHURA White-bellied_01_San Francisco Sa_Minas Gerais_BR_5ENE02_Rosendo Fraga.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/XC49563-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/XC49563-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/XC49563-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/XC49563-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/wave/XC49563-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/wave/XC49563-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/wave/XC49563-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-nd/2.5/"", ""q"": ""B"", ""length"": ""0:37"", ""time"": ""?:?"", ""date"": ""2002-01-05"", ""uploaded"": ""2010-05-14"", ""also"": [], ""rmk"": ""<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>"", ""bird-seen"": ""unknown"", ""animal-seen"": ""unknown"", ""playback-used"": ""unknown"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""44100""}]}"
704331,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""704331"", ""gen"": ""Crypturellus"", ""sp"": ""parvirostris"", ""ssp"": """", ""group"": ""birds"", ""en"": ""Small-billed Tinamou"", ""rec"": ""JAYRSON ARAUJO DE OLIVEIRA"", ""cnt"": ""Brazil"", ""loc"": ""Reserva do Setor S\u00edtio de Recreio Cara\u00edbas-Goi\u00e2nia, Goi\u00e1s"", ""lat"": ""-16.5631"", ""lng"": ""-49.285"", ""alt"": ""750"", ""type"": ""call"", ""sex"": ""uncertain"", ""stage"": ""adult"", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/704331"", ""file"": ""https://xeno-canto.org/704331/download"", ""file-name"": ""XC704331-20-02-2022 6e56 Inhambu chororo CARAIBAS.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/ffts/XC704331-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/ffts/XC704331-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/ffts/XC704331-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/ffts/XC704331-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/wave/XC704331-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/wave/XC704331-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/wave/XC704331-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/4.0/"", ""q"": ""A"", ""length"": ""0:29"", ""time"": ""6:56"", ""date"": ""2022-02-20"", ""uploaded"": ""2022-02-25"", ""also"": [""Myiarchus tyrannulus"", ""Sicalis flaveola"", ""Aratinga auricapillus""], ""rmk"": """", ""bird-seen"": ""yes"", ""animal-seen"": ""yes"", ""playback-used"": ""yes"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""44100""}]}"
351098,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""351098"", ""gen"": ""Ortalis"", ""sp"": ""canicollis"", ""ssp"": ""pantanalensis (ssp assumed from location)"", ""group"": ""birds"", ""en"": ""Chaco Chachalaca"", ""rec"": ""Jeremy Minns"", ""cnt"": ""Brazil"", ""loc"": ""Miranda, MS. Ref\u00fagio da Ilha"", ""lat"": ""-20.2209"", ""lng"": ""-56.5751"", ""alt"": ""110"", ""type"": ""call, song"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/351098"", ""file"": ""https://xeno-canto.org/351098/download"", ""file-name"": ""XC351098-ORTCAN14.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC351098-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC351098-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC351098-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC351098-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC351098-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC351098-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC351098-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/4.0/"", ""q"": ""A"", ""length"": ""0:18"", ""time"": ""17:51"", ""date"": ""2013-10-10"", ""uploaded"": ""2017-01-17"", ""also"": [], ""rmk"": """", ""bird-seen"": ""no"", ""animal-seen"": ""no"", ""playback-used"": ""no"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""44100""}]}"
428089,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""428089"", ""gen"": ""Tinamus"", ""sp"": ""guttatus"", ""ssp"": """", ""group"": ""birds"", ""en"": ""White-throated Tinamou"", ""rec"": ""Caio Brito"", ""cnt"": ""Brazil"", ""loc"": ""Mutum - Transecto 7 - ME, Porto Velho-RO, Rond\u00f4nia"", ""lat"": ""-9.574525"", ""lng"": ""-65.073173"", ""alt"": ""240"", ""type"": ""canto"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/428089"", ""file"": ""https://xeno-canto.org/428089/download"", ""file-name"": ""XC428089-Tinamus guttatus -Caio Brito-(Porto Velho-RO)-BRITO1095.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/YWWWUBVAJF/ffts/XC428089-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/YWWWUBVAJF/ffts/XC428089-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/YWWWUBVAJF/ffts/XC428089-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/YWWWUBVAJF/ffts/XC428089-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/YWWWUBVAJF/wave/XC428089-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/YWWWUBVAJF/wave/XC428089-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/YWWWUBVAJF/wave/XC428089-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/4.0/"", ""q"": ""B"", ""length"": ""0:06"", ""time"": ""09:55"", ""date"": ""2015-10-26"", ""uploaded"": ""2018-07-23"", ""also"": [], ""rmk"": ""habitat:Amaz\u00f4nia - Terra Firme;\nrecorder:Sony PCM-M10;\nmicrophone:Sennheiser ME-066;\nvolume setting:7.;\nweather:Ensolarado;"", ""bird-seen"": ""unknown"", ""animal-seen"": ""unknown"", ""playback-used"": ""unknown"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""48000""}]}"
402848,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""402848"", ""gen"": ""Crypturellus"", ""sp"": ""duidae"", ""ssp"": """", ""group"": ""birds"", ""en"": ""Grey-legged Tinamou"", ""rec"": ""GABRIEL LEITE"", ""cnt"": ""Brazil"", ""loc"": ""Estrada Perdida, Parque Nacional do Viru\u00e1, Caracara\u00ed, Roraima"", ""lat"": ""1.4022"", ""lng"": ""-60.9869"", ""alt"": ""50"", ""type"": ""song"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/402848"", ""file"": ""https://xeno-canto.org/402848/download"", ""file-name"": ""XC402848-Crypturellus duidae_Caracarai1218.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC402848-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC402848-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC402848-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC402848-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC402848-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC402848-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC402848-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/4.0/"", ""q"": ""A"", ""length"": ""0:47"", ""time"": ""07:00"", ""date"": ""2018-02-12"", ""uploaded"": ""2018-02-16"", ""also"": [], ""rmk"": """", ""bird-seen"": ""yes"", ""animal-seen"": ""yes"", ""playback-used"": ""yes"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""48000""}]}"
663492,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""663492"", ""gen"": ""Penelope"", ""sp"": ""dabbenei"", ""ssp"": """", ""group"": ""birds"", ""en"": ""Red-faced Guan"", ""rec"": ""Jacob Wijpkema"", ""cnt"": ""Bolivia"", ""loc"": ""Padcaya (near  Cambari), Aniceto Arce, Tarija Department"", ""lat"": ""-22.017"", ""lng"": ""-64.5766"", ""alt"": ""2000"", ""type"": ""alarm call"", ""sex"": ""uncertain"", ""stage"": ""adult"", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/663492"", ""file"": ""https://xeno-canto.org/663492/download"", ""file-name"": ""XC663492-210705_2854_1.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/WETAASKWUP/ffts/XC663492-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/WETAASKWUP/ffts/XC663492-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/WETAASKWUP/ffts/XC663492-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/WETAASKWUP/ffts/XC663492-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/WETAASKWUP/wave/XC663492-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/WETAASKWUP/wave/XC663492-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/WETAASKWUP/wave/XC663492-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/4.0/"", ""q"": ""C"", ""length"": ""0:20"", ""time"": ""07:52"", ""date"": ""2021-07-06"", ""uploaded"": ""2021-07-17"", ""also"": [], ""rmk"": ""birds were close to streaming river so we needed some noise suppression -13 dB and a highpass at 0.5kHz."", ""bird-seen"": ""yes"", ""animal-seen"": ""yes"", ""playback-used"": ""no"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""44100""}]}"
147482,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""147482"", ""gen"": ""Ortalis"", ""sp"": ""vetula"", ""ssp"": """", ""group"": ""birds"", ""en"": ""Plain Chachalaca"", ""rec"": ""Paul Marvin"", ""cnt"": ""United States"", ""loc"": ""Santa Ana National Wildlife Refuge, Texas"", ""lat"": ""26.0737"", ""lng"": ""-98.1442"", ""alt"": ""30"", ""type"": ""call"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/147482"", ""file"": ""https://xeno-canto.org/147482/download"", ""file-name"": ""XC147482-Plain Chachalaca -TX, Santa Ana NWR, April 12, \u200e2012, 0842 AM.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC147482-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC147482-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC147482-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC147482-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/wave/XC147482-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/wave/XC147482-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/wave/XC147482-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/3.0/"", ""q"": ""A"", ""length"": ""1:58"", ""time"": ""08:42"", ""date"": ""2012-04-12"", ""uploaded"": ""2013-09-13"", ""also"": [""Arremonops rufivirgatus""], ""rmk"": """", ""bird-seen"": ""yes"", ""animal-seen"": ""yes"", ""playback-used"": ""no"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""48000""}]}"
236629,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""236629"", ""gen"": ""Nothocercus"", ""sp"": ""julius"", ""ssp"": """", ""group"": ""birds"", ""en"": ""Tawny-breasted Tinamou"", ""rec"": ""leandro vargas"", ""cnt"": ""Colombia"", ""loc"": ""Ventanas Peak Road, Jardin, Antioquia, W Andes"", ""lat"": ""5.5457"", ""lng"": ""-75.7985"", ""alt"": ""2600"", ""type"": ""song"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/236629"", ""file"": ""https://xeno-canto.org/236629/download"", ""file-name"": ""XC236629-Nothocercus julius.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/ENWMMTKORK/ffts/XC236629-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/ENWMMTKORK/ffts/XC236629-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/ENWMMTKORK/ffts/XC236629-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/ENWMMTKORK/ffts/XC236629-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/ENWMMTKORK/wave/XC236629-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/ENWMMTKORK/wave/XC236629-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/ENWMMTKORK/wave/XC236629-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/4.0/"", ""q"": ""B"", ""length"": ""0:43"", ""time"": ""06:00"", ""date"": ""2015-04-17"", ""uploaded"": ""2015-04-19"", ""also"": [], ""rmk"": """", ""bird-seen"": ""no"", ""animal-seen"": ""no"", ""playback-used"": ""no"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""48000""}]}"
287705,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""287705"", ""gen"": ""Penelope"", ""sp"": ""albipennis"", ""ssp"": """", ""group"": ""birds"", ""en"": ""White-winged Guan"", ""rec"": ""Fernando Angulo"", ""cnt"": ""Peru"", ""loc"": ""Quebrada Frejolillo"", ""lat"": ""-5.7101"", ""lng"": ""-79.725"", ""alt"": ""500"", ""type"": ""call, territorial calls"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/287705"", ""file"": ""https://xeno-canto.org/287705/download"", ""file-name"": ""XC287705-WWG territorial calls.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/WVXVJOLONJ/ffts/XC287705-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/WVXVJOLONJ/ffts/XC287705-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/WVXVJOLONJ/ffts/XC287705-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/WVXVJOLONJ/ffts/XC287705-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/WVXVJOLONJ/wave/XC287705-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/WVXVJOLONJ/wave/XC287705-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/WVXVJOLONJ/wave/XC287705-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/4.0/"", ""q"": ""A"", ""length"": ""0:11"", ""time"": ""05:30"", ""date"": ""2013-03-26"", ""uploaded"": ""2015-10-28"", ""also"": [""Myiodynastes bairdii""], ""rmk"": """", ""bird-seen"": ""yes"", ""animal-seen"": ""yes"", ""playback-used"": ""no"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""48000""}]}"
131207,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""131207"", ""gen"": ""Penelope"", ""sp"": ""perspicax"", ""ssp"": """", ""group"": ""birds"", ""en"": ""Cauca Guan"", ""rec"": ""Oscar Humberto Marin-Gomez"", ""cnt"": ""Colombia"", ""loc"": ""Parque Regional Barbas-Bremen, Filandia, Quindio. Sector Bremen-La Popa"", ""lat"": ""4.6717"", ""lng"": ""-75.6283"", ""alt"": ""1900"", ""type"": ""song"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/131207"", ""file"": ""https://xeno-canto.org/131207/download"", ""file-name"": ""XC131207-P_perspicax song 2144 08feb2008 Bremen 0615h back S S_suba;A_haema;T_arth;E_vire.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC131207-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC131207-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC131207-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC131207-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/CSUHASNRSU/wave/XC131207-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/CSUHASNRSU/wave/XC131207-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/CSUHASNRSU/wave/XC131207-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/3.0/"", ""q"": ""A"", ""length"": ""1:16"", ""time"": ""06:15"", ""date"": ""2008-02-08"", ""uploaded"": ""2013-04-23"", ""also"": [""Empidonax virescens"", ""Aulacorhynchus haematopygus"", ""Syndactyla subalaris"", ""Tangara arthus""], ""rmk"": ""OHM23B 2144"", ""bird-seen"": ""yes"", ""animal-seen"": ""yes"", ""playback-used"": ""no"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""44100""}]}"
534012,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""534012"", ""gen"": ""Ortalis"", ""sp"": ""columbiana"", ""ssp"": """", ""group"": ""birds"", ""en"": ""Colombian Chachalaca"", ""rec"": ""Jerome Fischer"", ""cnt"": ""Colombia"", ""loc"": ""RNA Arrierito Anqioque\u00f1o, Anor\u00ed, Antioquia"", ""lat"": ""6.9875"", ""lng"": ""-75.1105"", ""alt"": ""1600"", ""type"": ""alarm call, call"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/534012"", ""file"": ""https://xeno-canto.org/534012/download"", ""file-name"": ""XC534012-Colombian Chachalaca.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/ffts/XC534012-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/ffts/XC534012-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/ffts/XC534012-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/ffts/XC534012-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/wave/XC534012-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/wave/XC534012-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/wave/XC534012-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/4.0/"", ""q"": ""A"", ""length"": ""0:13"", ""time"": ""16:30"", ""date"": ""2020-03-08"", ""uploaded"": ""2020-03-12"", ""also"": [], ""rmk"": """", ""bird-seen"": ""yes"", ""animal-seen"": ""yes"", ""playback-used"": ""no"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""44100""}]}"
233817,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""233817"", ""gen"": ""Dromaius"", ""sp"": ""novaehollandiae"", ""ssp"": """", ""group"": ""birds"", ""en"": ""Emu"", ""rec"": ""Marc Anderson"", ""cnt"": ""Australia"", ""loc"": ""The Pilliga, New South Wales"", ""lat"": ""-30.7838"", ""lng"": ""149.2884"", ""alt"": ""320"", ""type"": ""call"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/233817"", ""file"": ""https://xeno-canto.org/233817/download"", ""file-name"": ""XC233817-emu-pilliga-grunts2.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC233817-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC233817-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC233817-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC233817-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/EHGWCIGILC/wave/XC233817-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/EHGWCIGILC/wave/XC233817-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/EHGWCIGILC/wave/XC233817-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-nd/4.0/"", ""q"": ""C"", ""length"": ""0:09"", ""time"": ""07:00"", ""date"": ""2015-03-30"", ""uploaded"": ""2015-04-02"", ""also"": [""Cracticus torquatus""], ""rmk"": ""Grunts"", ""bird-seen"": ""yes"", ""animal-seen"": ""yes"", ""playback-used"": ""unknown"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""48000""}]}"
